,Year,DOC_Loss(gC/day/m2)_Delineated_Average,Step,NH4_Loss(gN/day/m2)_Delineated_Average,Runoff_All(mm/day)_Delineated_Average,DON_Loss(gN/day/m2)_Delineated_Average,NO3_Loss(gN/day/m2)_Delineated_Average,DOC_mg/L,Sfc_Water_Temp_C,CO2
37,1998,0.0010778760770335,37,1.831244389904896e-06,0.9947687983512878,3.092645783908665e-05,1.2035840200042005e-06,0.0030796459343814288,1.5124999,0.0007699114835953572
38,1998,0.0010393714765086,38,1.7935230971488636e-06,0.961685836315155,2.980419958475977e-05,1.1561904784684884e-06,0.0029696327900245716,-0.58749986,0.0007424081975061429
39,1998,0.0010054308222606,39,1.7613227782931062e-06,0.931290566921234,2.88194787572138e-05,1.117074702960963e-06,0.002872659492173143,-1.8624997,0.0007181648730432858
40,1998,0.0009736085776239634,40,1.7308459518972086e-06,0.902564287185669,2.789688187476713e-05,1.0804678822751157e-06,0.002781738793211324,0.46249986,0.000695434698302831
41,1998,0.000942249724175781,41,1.6987365825116283e-06,0.8748123049736023,2.69838965323288e-05,1.0423458434161148e-06,0.0026921420690736602,0.23750007,0.0006730355172684151
42,1998,0.0009121234179474412,42,1.6668885791659704e-06,0.8487457036972046,2.6104640710400417e-05,1.005043372970249e-06,0.0026060669084212607,1.2124999,0.0006515167271053152
43,1998,0.0008825602708384395,43,1.634583782106347e-06,0.823583722114563,2.5240702598239292e-05,9.671693987911567e-07,0.002521600773824113,2.7875,0.0006304001934560283
44,1998,0.0008548054611310363,44,1.6037093928389368e-06,0.7995956540107727,2.4430808480246924e-05,9.321099128101196e-07,0.002442301317517247,-1.4125001,0.0006105753293793117
45,1998,0.0008308534161187708,45,1.57897977715038e-06,0.7780346870422363,2.373817187617533e-05,9.052258747033192e-07,0.002373866903196488,-1.7875001,0.000593466725799122
46,1998,0.00080837681889534,46,1.5561171267108875e-06,0.7570362091064453,2.3091381081030704e-05,8.804208277979342e-07,0.002309648053986686,-0.21249986,0.0005774120134966715
47,1998,0.0007854382856748998,47,1.530896952317562e-06,0.7365083694458008,2.2426447685575116e-05,8.526962460564391e-07,0.002244109387642571,2.4125,0.0005610273469106428
48,1998,0.0007617986993864179,48,1.502796635577397e-06,0.7163338661193848,2.173627399315592e-05,8.216608193833963e-07,0.0021765677125326227,3.2375002,0.0005441419281331557
49,1998,0.0007391646504402161,49,1.4754650692339055e-06,0.6972019076347351,2.1075413314974867e-05,7.920293114693777e-07,0.0021118990012577604,1.4375,0.0005279747503144401
50,1998,0.0007186004659160972,50,1.4516720057144994e-06,0.6794602274894714,2.0478373699006625e-05,7.666786814297666e-07,0.0020531441883317064,1.5874999,0.0005132860470829266
51,1998,0.0006997650489211082,51,1.4305027207228704e-06,0.6623402237892151,1.9934865122195333e-05,7.446091103702202e-07,0.0019993287112031665,-0.96249986,0.0004998321778007916
52,1998,0.0006830477504990995,52,1.41273505960271e-06,0.6466115117073059,1.945582334883511e-05,7.268720310094068e-07,0.0019515650014259986,-2.3125,0.00048789125035649965
53,1998,0.0006673238822259009,53,1.396314473822713e-06,0.6314420700073242,1.9006696675205603e-05,7.105641657290107e-07,0.0019066396635025742,-0.21249986,0.00047665991587564355
54,1998,0.000650786270853132,54,1.3772083775620558e-06,0.6162477135658264,1.8529513909015805e-05,6.909005492161668e-07,0.001859389345294663,3.5375,0.00046484733632366575
55,1998,0.0006331246695481241,55,1.354469191028329e-06,0.6009818315505981,1.8014205124927685e-05,6.67247832097928e-07,0.0018089276272803547,3.9125,0.0004522319068200887
56,1998,0.0006162478821352124,56,1.3325557119969744e-06,0.5867823958396912,1.7521746485726908e-05,6.449464535762672e-07,0.0017607082346720356,1.8874999,0.0004401770586680089
57,1998,0.0006008019554428756,57,1.3136836969351862e-06,0.5754444599151611,1.7073780327336863e-05,6.258641747081128e-07,0.0017165770155510734,4.3625,0.00042914425388776835
58,1998,0.0005865858984179795,58,1.297402832278749e-06,0.5689094662666321,1.6664338545524515e-05,6.097855020925635e-07,0.0016759597097656558,5.0375,0.00041898992744141396
59,1998,0.0005735323647968471,59,1.2828980970880366e-06,0.5473124384880066,1.6289024642901495e-05,5.96266659158573e-07,0.0016386638994195632,2.5625,0.0004096659748548908
60,1998,0.0005594270187430084,60,1.2653362091441522e-06,0.5356189012527466,1.5879648344707675e-05,5.783674623671686e-07,0.0015983629106943098,3.8375,0.00039959072767357744
61,1998,0.000545225921086967,61,1.2471417676351848e-06,0.5235406160354614,1.5466906916117296e-05,5.595038601313718e-07,0.0015577883459627628,6.1625,0.0003894470864906907
62,1998,0.0005348866689018905,62,1.2383444527586107e-06,0.5125073790550232,1.517483815405285e-05,5.519265187103883e-07,0.001528247625433973,6.6125,0.00038206190635849325
63,1998,0.0005288284155540168,63,1.2393491033435566e-06,0.5008771419525146,1.5013301890576258e-05,5.568662118093926e-07,0.0015109383301543339,5.1125,0.00037773458253858346
64,1998,0.0005148587515577674,64,1.2197517662571045e-06,0.4903039932250976,1.4602536793972831e-05,5.366120490180037e-07,0.0014710250044507641,5.7875,0.00036775625111269103
65,1998,0.000547221687156707,65,1.3249127732706256e-06,0.4916456937789917,1.5653326045139693e-05,6.56893348605081e-07,0.0015634905347334488,7.5125,0.0003908726336833622
66,1998,0.0007160615641623735,66,1.7809900327847572e-06,0.5285815596580505,2.0956773369107395e-05,1.1829492905235384e-06,0.0020458901833210674,7.1375,0.0005114725458302668
67,1998,0.0008479189709760249,67,2.1219168502284447e-06,0.5351345539093018,2.5010458557517268e-05,1.5882955040069646e-06,0.0024226256313600713,5.7125,0.0006056564078400178
68,1998,0.0008701264159753919,68,2.1784487671538955e-06,0.5674580335617065,2.564995338616427e-05,1.6574349501752297e-06,0.0024860754742154056,4.5875,0.0006215188685538514
69,1998,0.0008850023150444031,69,2.2204492324817693e-06,0.4695915579795837,2.6088348022312857e-05,1.7031818515533814e-06,0.002528578042984009,2.3375,0.0006321445107460022
70,1998,0.000834889302495867,70,2.0980144199711503e-06,0.4665669798851013,2.453257911838591e-05,1.5561354302917607e-06,0.0023853980071310487,4.6625,0.0005963495017827622
71,1998,0.0008500782423652709,71,2.147763325410778e-06,0.4583235383033752,2.5005792849697173e-05,1.599092115611711e-06,0.002428794978186488,6.9125,0.000607198744546622
72,1998,0.000936828728299588,72,2.380224486842053e-06,0.5231512784957886,2.7679105187417008e-05,1.8455746157997053e-06,0.0026766535094273946,5.7875,0.0006691633773568486
73,1998,0.0013302398147061,73,3.412639671296347e-06,1.0243818759918213,3.978497989010066e-05,2.9531045129260747e-06,0.003800685184874572,5.0375,0.000950171296218643
74,1998,0.0024573667906224,74,6.3181714722304605e-06,0.5700567364692688,7.42960037314333e-05,6.0916386246390175e-06,0.007021047973206857,7.2125,0.0017552619933017142
75,1998,0.0029269536025822,75,7.500017090933397e-06,0.5909081697463989,8.845710544846952e-05,7.324616490222979e-06,0.008362724578806286,9.3875,0.0020906811447015715
76,1998,0.0027362692635506,76,6.997825039434247e-06,0.5567982196807861,8.253936539404094e-05,6.705296982545406e-06,0.007817912181573143,9.6125,0.001954478045393286
77,1998,0.0020890966989099,77,5.350949777493952e-06,0.5034793615341187,6.278003274928778e-05,4.883960627921624e-06,0.005968847711171143,1.8874999,0.0014922119277927858
78,1998,0.0017532807542011,78,4.507270205067471e-06,0.47537761926651,5.254731877357699e-05,3.944059244531672e-06,0.0050093735834317145,-0.7375001,0.0012523433958579286
79,1998,0.0015170604456216,79,3.916191417374648e-06,0.4535616338253021,4.535016705631279e-05,3.2853399716259446e-06,0.004334458416061714,5.1875,0.0010836146040154285
80,1998,0.0017030899180099,80,4.420866389409639e-06,0.4755789637565613,5.106157914269716e-05,3.734888196049724e-06,0.004865971194314,7.5875,0.0012164927985785
81,1998,0.0037963078357279,81,9.89292766462313e-06,1.5012423992156982,0.00011508070019772276,9.044237231137233e-06,0.01084659381636543,6.1625,0.0027116484540913575
82,1998,0.0057778018526732,82,1.5031340808491224e-05,0.777349591255188,0.00017554439546074718,1.3961891454528086e-05,0.016508005293352,2.3375,0.004127001323338
83,1998,0.0033978659193962,83,8.877891559677664e-06,0.5863115787506104,0.00010290780483046548,7.848643690522294e-06,0.009708188341132,4.2125,0.002427047085283
84,1998,0.0025497416500002,84,6.69939981889911e-06,0.5562071800231934,7.703771552769467e-05,5.65918935535592e-06,0.007284976142857715,5.4875,0.0018212440357144287
85,1998,0.002104862825945,85,5.556601990974741e-06,0.4799248278141022,6.345710426103324e-05,4.509853170020506e-06,0.006013893788414286,3.6875,0.0015034734471035716
86,1998,0.0017689410597085,86,4.691931280831341e-06,0.4728197455406189,5.318652983987704e-05,3.648892288765637e-06,0.005054117313452858,5.8625,0.0012635293283632144
87,1998,0.002899759914726,87,7.725606337771751e-06,0.5945824384689331,8.788356353761628e-05,6.285159088292858e-06,0.008285028327788572,9.4625,0.002071257081947143
88,1998,0.0050438214093446,88,1.3382677025219891e-05,0.7050986886024475,0.0001535035262349993,1.119418357120594e-05,0.014410918312413144,11.9375,0.003602729578103286
89,1998,0.0029781302437186,89,7.90123795013642e-06,0.5385034680366516,9.019049321068452e-05,6.243844381970121e-06,0.008508943553481715,11.262501,0.0021272358883704288
90,1998,0.0021766724530607,90,5.785552730230847e-06,0.4744893908500671,6.566875526914373e-05,4.321203505242011e-06,0.006219064151602,8.0375,0.0015547660379005
91,1998,0.0017700265161693,91,4.720307970274007e-06,0.4417562484741211,5.32347294210922e-05,3.3530279779370176e-06,0.005057218617626572,2.4125,0.001264304654406643
92,1998,0.0015171105042099,92,4.060145784023916e-06,0.4211070835590362,4.549816731014289e-05,2.751541160250781e-06,0.004334601440599715,5.2625,0.0010836503601499288
93,1998,0.001319428673014,93,3.543914317560848e-06,0.4030145704746246,3.94475027860608e-05,2.2857982457935577e-06,0.003769796208611429,8.0375,0.0009424490521528573
94,1998,0.0011577197583392,94,3.119535222140257e-06,0.3872821927070617,3.449331416049972e-05,1.908583726617508e-06,0.003307770738112,9.9875,0.000826942684528
95,1998,0.0010375129058957,95,2.8068334358977154e-06,0.3777773082256317,3.082222610828467e-05,1.6327518324033008e-06,0.002964322588273429,5.2625,0.0007410806470683572
96,1998,0.0009563833009451628,96,2.598263108666288e-06,0.3660516142845154,2.834880069713108e-05,1.4473179135165992e-06,0.0027325237169861794,3.3874998,0.0006831309292465448
97,1998,0.0009331045439466834,97,2.542964466556441e-06,0.3628024756908417,2.7647472961689346e-05,1.3822675555275057e-06,0.00266601298270481,6.7625,0.0006665032456762025
98,1998,0.0010105216642841,98,2.749631676124409e-06,0.3651935160160064,3.0029030313016847e-05,1.5125215213629415e-06,0.002887204755097429,9.6875,0.0007218011887743573
99,1998,0.0010359027655795,99,2.8132405986980302e-06,0.3586828410625458,3.080879105255008e-05,1.5354604556705451e-06,0.0029597221873700003,10.2125,0.0007399305468425001
100,1998,0.0009219064959324896,100,2.5103579446295043e-06,0.3464929759502411,2.731160566327162e-05,1.2934028745803516e-06,0.0026340185598071135,11.9375,0.0006585046399517784
101,1998,0.0008249274105764925,101,2.2504818844026886e-06,0.3377193510532379,2.433753979858011e-05,1.0889183386098011e-06,0.0023569354587899788,13.512501,0.0005892338646974947
102,1998,0.0007691404316574335,102,2.098858431054396e-06,0.3626398146152496,2.2634851120528765e-05,9.656753263698192e-07,0.00219754409044981,10.8875,0.0005493860226124525
103,1998,0.0007381323957815766,103,2.0093584680580534e-06,0.3211257457733154,2.169002254959196e-05,8.893988479030668e-07,0.002108949702233076,10.5125,0.000527237425558269
104,1998,0.000679012737236917,104,1.849888690230728e-06,0.3143070638179779,1.9887387679773383e-05,7.688305458941613e-07,0.0019400363921054772,11.637501,0.0004850090980263693
105,1998,0.0006323583074845374,105,1.7246378547497445e-06,0.3120477497577667,1.8470529539627023e-05,6.747628162884212e-07,0.0018067380213843925,9.6125,0.00045168450534609813
106,1998,0.0006016152328811586,106,1.6401820630562725e-06,0.3121598064899444,1.753887045197189e-05,6.099446636653738e-07,0.001718900665374739,9.7625,0.00042972516634368475
107,1998,0.0005810176371596754,107,1.5804280337761156e-06,0.3153062760829925,1.6914456864469685e-05,5.625730068459234e-07,0.001660050391884787,11.3375,0.00041501259797119673
108,1998,0.0005568337510339916,108,1.5114875395738636e-06,0.2902250587940216,1.618002715986222e-05,5.11449911755335e-07,0.0015909535743828332,12.237499,0.0003977383935957083
109,1998,0.0005251294351182878,109,1.4258209830586566e-06,0.2965920269489288,1.5217648979160003e-05,4.520196910107188e-07,0.0015003698146236796,12.5375,0.0003750924536559199
110,1998,0.0005885108257643878,110,1.5572320535284234e-06,0.5022804141044617,1.7140779164037667e-05,5.193638799028122e-07,0.0016814595021839654,12.4625,0.00042036487554599134
111,1998,0.0013148966245353,111,3.1502070214628475e-06,1.0256165266036987,3.91571011277847e-05,1.404652380188054e-06,0.003756847498672286,11.112499,0.0009392118746680715
112,1998,0.0062619661912322,112,1.3861654224456288e-05,1.849746584892273,0.0001887632388388738,7.21996184438467e-06,0.017891331974949146,7.8125,0.004472832993737286
113,1998,0.009865341708064,113,2.1314785044523887e-05,1.1357746124267578,0.00029752968112006783,1.1081780030508526e-05,0.028186690594468572,7.0625,0.007046672648617143
114,1998,0.0053760963492095,114,1.1658533367153724e-05,0.8882039785385132,0.0001622680720174685,5.720842636947054e-06,0.015360275283455715,9.3125,0.0038400688208639288
115,1998,0.004580064676702,115,9.90674197964836e-06,0.7264202833175659,0.00013835639401804656,4.67186282548937e-06,0.01308589907629143,6.8375,0.0032714747690728574
116,1998,0.003389976453036,116,7.328437732212478e-06,0.4943322241306305,0.00010227318125544116,3.2841878692124737e-06,0.009685647008674286,10.2125,0.0024214117521685714
117,1998,0.0023227592464536,117,5.044441422796808e-06,0.3966703712940216,6.982815102674067e-05,2.1054386252217228e-06,0.0066364549898674284,13.4375,0.0016591137474668571
118,1998,0.0017667670035734,118,3.866967290377943e-06,0.360141783952713,5.294336733641103e-05,1.5011306686574244e-06,0.005047905724495429,8.1875,0.0012619764311238573
119,1998,0.0015160448383539,119,3.339311433592229e-06,0.3586024940013885,4.53319116786588e-05,1.22176686545572e-06,0.004331556681011143,5.1125,0.0010828891702527857
120,1998,0.0013494158629328,120,2.9911791443737457e-06,0.3219868242740631,4.0271133912028745e-05,1.0358401141274951e-06,0.0038554738940937143,6.6125,0.0009638684735234286
121,1998,0.0012117009609937,121,2.7094347387901507e-06,0.3396602272987366,3.608909537433647e-05,8.866822440722899e-07,0.003462002745696286,6.9875,0.0008655006864240715
122,1998,0.0011339789489284,122,2.547868689362076e-06,0.3210498690605163,3.372478386154398e-05,7.956904823913646e-07,0.003239939854081143,8.9375,0.0008099849635202857
123,1998,0.0010194241767749,123,2.311526486664661e-06,0.2901007235050201,3.023426688741893e-05,6.784946435800521e-07,0.002912640505071143,11.9375,0.0007281601262677858
124,1998,0.000890239782165736,124,2.0478742044360843e-06,0.2788345515727997,2.6304365746909752e-05,5.560250428970903e-07,0.0025435422347592457,12.237499,0.0006358855586898114
125,1998,0.0007918751216493547,125,1.84633336175466e-06,0.2728437781333923,2.33155024034204e-05,4.639015571683558e-07,0.002262500347569585,11.862499,0.0005656250868923962
126,1998,0.0007290973444469273,126,1.7191711094710629e-06,0.2741589844226837,2.141738514183089e-05,4.043126864416991e-07,0.002083135269848364,6.9125,0.000520783817462091
127,1998,0.0006841184804216027,127,1.62661342528736e-06,0.2579762637615204,2.0054494598298334e-05,3.60565252321976e-07,0.001954624229776008,9.4625,0.000488656057444002
128,1998,0.0006256859633140266,128,1.5079515378602082e-06,0.2515420913696289,1.8279166397405788e-05,3.095340161962668e-07,0.001787674180897219,13.5875,0.00044691854522430476
129,1998,0.0005753618315793574,129,1.4059476143302163e-06,0.2547820210456848,1.6755846445448697e-05,2.668488150447957e-07,0.0016438909473695926,12.237499,0.00041097273684239814
130,1998,0.0005951946950517595,130,1.4340715779326274e-06,0.3549978137016296,1.735398473101668e-05,2.703233121792437e-07,0.0017005562715764558,10.5125,0.00042513906789411394
131,1998,0.0008064877474680543,131,1.806372210921836e-06,0.4837254583835602,2.3730166503810324e-05,3.874048104535177e-07,0.002304250707051584,7.0625,0.000576062676762896
132,1998,0.0012998661259189,132,2.676654730748851e-06,0.509821891784668,3.860611832351424e-05,6.581603884114884e-07,0.0037139032169111433,7.1375,0.0009284758042277858
133,1998,0.0019958806224167,133,3.894951532856794e-06,0.5749194622039795,5.956230234005489e-05,1.021773528009362e-06,0.0057025160640477145,10.0625,0.0014256290160119286
134,1998,0.0022656724322587,134,4.333460765337804e-06,0.3781640827655792,6.765542639186606e-05,1.1318738870613745e-06,0.006473349806453429,10.2875,0.0016183374516133572
135,1998,0.0018750784220173,135,3.622648364398629e-06,0.376223474740982,5.586753468378447e-05,8.918268576962873e-07,0.0053573669200494296,11.112499,0.0013393417300123574
136,1998,0.0015948216896504,136,3.1040101475809934e-06,0.3067079186439514,4.739693031297065e-05,7.208849410744733e-07,0.004556633399001143,13.5875,0.0011391583497502857
137,1998,0.0012753538321703,137,2.526716571082943e-06,0.2785485982894897,3.775963705265895e-05,5.419909143711266e-07,0.0036438680919151432,14.262501,0.0009109670229787858
138,1998,0.0010806636419147,138,2.17507295019459e-06,0.2770559191703796,3.189897688571364e-05,4.332294736286713e-07,0.0030876104054705714,11.487499,0.0007719026013676428
139,1998,0.0009581766789779068,139,1.9476426587061724e-06,0.2548019587993622,2.820313784468453e-05,3.63668362979297e-07,0.002737647654222591,13.2125,0.0006844119135556478
140,1998,0.0008258369634859264,140,1.7070327658075255e-06,0.2373944967985153,2.421052340650931e-05,2.945070036730613e-07,0.0023595341813883613,15.5375,0.0005898835453470903
141,1998,0.0007039670017547905,141,1.4875727174512576e-06,0.2261062264442443,2.0537674572551623e-05,2.3464912146664574e-07,0.002011334290727973,16.8875,0.0005028335726819932
142,1998,0.0006087051588110626,142,1.3173695379009589e-06,0.2179019004106521,1.7676258721621707e-05,1.896269736789691e-07,0.0017391575966030361,15.4625,0.00043478939915075904
143,1998,0.0005430668825283647,143,1.2009694501102786e-06,0.2117592990398407,1.5712239473941736e-05,1.587283549042695e-07,0.0015516196643667562,12.387501,0.00038790491609168906
144,1998,0.0004961850354447961,144,1.11773499611445e-06,0.2067653983831405,1.430981410521781e-05,1.365595210245374e-07,0.0014176715298422746,12.387501,0.00035441788246056864
145,1998,0.00045396381756290793,145,1.0435305739520118e-06,0.2020437866449356,1.3043668332102245e-05,1.1751800599313357e-07,0.0012970394787511657,15.3125,0.00032425986968779143
146,1998,0.0004126337298657745,146,9.718977480588364e-07,0.1997223496437072,1.1802923836512493e-05,1.002812481942783e-07,0.001178953513902213,17.9375,0.00029473837847555326
147,1998,0.0003737915540114045,147,9.050705216395728e-07,0.1930206418037414,1.0638489584380297e-05,8.528247974481928e-08,0.001067975868604013,19.3625,0.00026699396715100326
148,1998,0.0003438637068029493,148,8.528509169991594e-07,0.1893457174301147,9.744991075422147e-06,7.41955048511045e-08,0.0009824677337227125,17.712502,0.0002456169334306781
149,1998,0.00032951944740489125,149,8.232916570705129e-07,0.186445340514183,9.318277079728432e-06,6.815881192778761e-08,0.0009414841354425465,13.4375,0.00023537103386063663
150,1998,0.0003181477077305317,150,7.98882240360399e-07,0.1836849004030227,8.977795914688613e-06,6.325031876031062e-08,0.0009089934506586621,15.5375,0.00022724836266466551
151,1998,0.0003063608019147068,151,7.751916086817801e-07,0.1809194982051849,8.624479960417375e-06,5.8557038329354334e-08,0.0008753165768991625,17.037498,0.0002188291442247906
152,1998,0.0002948906330857426,152,7.534189876423625e-07,0.1782006919384002,8.282434464490507e-06,5.42004912063021e-08,0.0008425446659592646,16.4375,0.00021063616648981615
153,1998,0.00028553171432577074,153,7.345865924435202e-07,0.1804556250572204,8.001939932000823e-06,5.0744258572876795e-08,0.0008158048980736307,17.5625,0.00020395122451840768
154,1998,0.0002770319697447121,154,7.163873192439496e-07,0.1729851067066192,7.744872164039407e-06,4.78923993796343e-08,0.0007915199135563204,19.8875,0.0001978799783890801
155,1998,0.0002699981851037592,155,6.996917818469228e-07,0.1904645264148712,7.5305615609977394e-06,4.599346681288807e-08,0.0007714233860107407,20.712502,0.00019285584650268516
156,1998,0.0002709793334361166,156,6.88572299623047e-07,0.1831984519958496,7.548992925876519e-06,4.6404675657640844e-08,0.0007742266669603331,20.787498,0.00019355666674008328
157,1998,0.0002658453886397183,157,6.727115078319912e-07,0.1662576794624328,7.38945891498588e-06,4.54325892462748e-08,0.000759558253256338,22.0625,0.0001898895633140845
158,1998,0.00026104398421011865,158,6.588928727069288e-07,0.1959280222654342,7.242837000376312e-06,4.4804036036794066e-08,0.0007458399548860534,19.662498,0.00018645998872151334
159,1998,0.0002709339023567736,159,6.534236263178173e-07,0.185777261853218,7.517149697378045e-06,4.7766636868118446e-08,0.0007740968638764961,20.1125,0.00019352421596912403
160,1998,0.00027154237614013255,160,6.42930785943463e-07,0.1626731157302856,7.52418554839096e-06,4.820720533871281e-08,0.0007758353604003787,20.412498,0.00019395884010009468
161,1998,0.0003041730378754437,161,6.507164016511524e-07,0.3271980881690979,8.445502317044884e-06,5.8687621873332325e-08,0.0008690658225012678,17.9375,0.00021726645562531694
